side,h,N,N_base,mean_bp,median_bp,up%,t,excess_bp,src,tf,event,rep
long,3,109,8991,0.9,2.7,53.2,0.16,-0.7,null_shuffle,60m,kelt_pull,19
long,5,109,8989,2.6,7.2,53.2,0.34,-0.1,null_shuffle,60m,kelt_pull,19
long,10,109,8984,-4.7,-10.6,45.9,-0.43,-10.0,null_shuffle,60m,kelt_pull,19
long,20,109,8974,7.9,8.6,51.4,0.57,-2.6,null_shuffle,60m,kelt_pull,19
short,1,85,8993,-0.6,-2.2,41.2,-0.26,-0.1,null_shuffle,60m,kelt_pull,19
short,3,85,8991,3.8,-0.5,49.4,0.71,5.4,null_shuffle,60m,kelt_pull,19
short,5,85,8989,8.0,0.6,50.6,0.91,10.7,null_shuffle,60m,kelt_pull,19
short,10,85,8984,13.8,12.5,54.1,1.07,19.1,null_shuffle,60m,kelt_pull,19
short,20,85,8974,15.1,-4.8,47.1,0.82,25.6,null_shuffle,60m,kelt_pull,19
long,1,0,1304,,,,,,null_rw,daily,compress_bo,0
long,3,0,1302,,,,,,null_rw,daily,compress_bo,0
long,5,0,1300,,,,,,null_rw,daily,compress_bo,0
long,10,0,1295,,,,,,null_rw,daily,compress_bo,0
long,20,0,1285,,,,,,null_rw,daily,compress_bo,0
short,1,0,1304,,,,,,null_rw,daily,compress_bo,0
short,3,0,1302,,,,,,null_rw,daily,compress_bo,0
short,5,0,1300,,,,,,null_rw,daily,compress_bo,0
short,10,0,1295,,,,,,null_rw,daily,compress_bo,0
short,20,0,1285,,,,,,null_rw,daily,compress_bo,0
long,1,9,1304,58.9,58.9,77.8,2.32,63.9,null_rw,daily,kelt_pull,0
long,3,8,1302,-23.6,-77.3,37.5,-0.29,-8.8,null_rw,daily,kelt_pull,0
long,5,8,1300,-114.1,-186.9,25.0,-1.3,-89.6,null_rw,daily,kelt_pull,0
long,10,8,1295,-181.2,-149.2,25.0,-1.53,-133.0,null_rw,daily,kelt_pull,0
long,20,8,1285,-402.0,-371.2,25.0,-2.82,-304.6,null_rw,daily,kelt_pull,0
short,1,19,1304,-3.3,15.4,52.6,-0.16,-8.2,null_rw,daily,kelt_pull,0
short,3,19,1302,42.4,51.7,68.4,1.3,27.6,null_rw,daily,kelt_pull,0
short,5,19,1300,33.3,53.5,57.9,0.66,8.8,null_rw,daily,kelt_pull,0
short,10,19,1295,37.4,-5.1,42.1,0.74,-10.8,null_rw,daily,kelt_pull,0
short,20,19,1285,39.4,-19.3,42.1,0.45,-58.0,null_rw,daily,kelt_pull,0
long,1,10,1304,37.2,45.2,70.0,1.75,42.2,null_rw,daily,donch100,0
long,3,10,1302,114.7,198.9,90.0,1.4,129.5,null_rw,daily,donch100,0
long,5,10,1300,89.3,119.0,90.0,1.2,113.8,null_rw,daily,donch100,0
long,10,10,1295,88.7,159.3,80.0,0.66,137.0,null_rw,daily,donch100,0
long,20,10,1285,185.5,260.0,70.0,1.01,282.9,null_rw,daily,donch100,0
short,1,56,1304,-5.7,15.6,55.4,-0.46,-10.7,null_rw,daily,donch100,0
short,3,56,1302,-19.6,-31.8,42.9,-0.84,-34.5,null_rw,daily,donch100,0
short,5,56,1300,-7.5,18.2,55.4,-0.25,-32.0,null_rw,daily,donch100,0
short,10,56,1295,22.0,38.2,57.1,0.52,-26.2,null_rw,daily,donch100,0
short,20,56,1285,36.0,65.6,55.4,0.66,-61.4,null_rw,daily,donch100,0
long,1,2,1304,-61.6,-61.6,0.0,-12.48,-56.6,null_rw,daily,donch260,0
long,3,2,1302,-353.8,-353.8,0.0,-1.74,-339.0,null_rw,daily,donch260,0
long,5,2,1300,-253.8,-253.8,50.0,-0.95,-229.3,null_rw,daily,donch260,0
long,10,2,1295,-676.2,-676.2,0.0,-4.03,-628.0,null_rw,daily,donch260,0
long,20,2,1285,-914.0,-914.0,0.0,-48.45,-816.6,null_rw,daily,donch260,0
short,1,33,1304,4.1,27.9,63.6,0.27,-0.9,null_rw,daily,donch260,0
short,3,33,1302,-28.8,-31.1,39.4,-1.04,-43.6,null_rw,daily,donch260,0
short,5,33,1300,-21.8,0.4,51.5,-0.58,-46.3,null_rw,daily,donch260,0
short,10,33,1295,-33.4,-11.4,48.5,-0.63,-81.6,null_rw,daily,donch260,0
short,20,33,1285,-78.3,-28.7,39.4,-1.21,-175.8,null_rw,daily,donch260,0
long,1,11,8993,-8.5,-3.5,45.5,-0.76,-8.3,null_rw,60m,compress_bo,0
long,3,11,8991,0.6,-3.1,45.5,0.04,1.4,null_rw,60m,compress_bo,0
long,5,11,8989,14.1,24.4,72.7,1.14,15.4,null_rw,60m,compress_bo,0
long,10,11,8984,40.4,19.9,81.8,1.74,43.2,null_rw,60m,compress_bo,0
long,20,11,8974,52.4,60.8,63.6,0.97,58.2,null_rw,60m,compress_bo,0
short,1,16,8993,-3.5,-5.1,50.0,-0.46,-3.7,null_rw,60m,compress_bo,0
short,3,16,8991,-30.3,-37.6,25.0,-2.71,-31.1,null_rw,60m,compress_bo,0
short,5,16,8989,-39.9,-50.9,25.0,-2.8,-41.3,null_rw,60m,compress_bo,0
short,10,16,8984,-25.1,-21.2,37.5,-1.4,-27.9,null_rw,60m,compress_bo,0
short,20,16,8974,30.8,-4.4,50.0,0.85,25.0,null_rw,60m,compress_bo,0
long,1,89,8993,6.8,9.8,60.7,2.01,7.1,null_rw,60m,kelt_pull,0
long,3,89,8991,6.8,1.3,50.6,1.08,7.6,null_rw,60m,kelt_pull,0
long,5,89,8989,5.1,3.9,50.6,0.63,6.5,null_rw,60m,kelt_pull,0
long,10,89,8984,-2.4,1.6,50.6,-0.21,0.4,null_rw,60m,kelt_pull,0
long,20,89,8974,-5.5,-21.5,46.1,-0.37,0.3,null_rw,60m,kelt_pull,0
short,1,99,8993,-1.2,-7.9,41.4,-0.33,-1.5,null_rw,60m,kelt_pull,0
short,3,99,8991,-3.6,-11.3,45.5,-0.63,-4.4,null_rw,60m,kelt_pull,0
short,5,99,8989,-8.8,-2.5,48.5,-1.12,-10.2,null_rw,60m,kelt_pull,0
short,10,99,8984,-7.8,-5.7,49.5,-0.76,-10.6,null_rw,60m,kelt_pull,0
short,20,99,8974,-12.5,-13.0,48.5,-0.86,-18.3,null_rw,60m,kelt_pull,0
long,1,0,1304,,,,,,null_rw,daily,compress_bo,1
long,3,0,1302,,,,,,null_rw,daily,compress_bo,1
long,5,0,1300,,,,,,null_rw,daily,compress_bo,1
long,10,0,1295,,,,,,null_rw,daily,compress_bo,1
long,20,0,1285,,,,,,null_rw,daily,compress_bo,1
short,1,3,1304,-50.6,-47.0,33.3,-1.28,-55.0,null_rw,daily,compress_bo,1
short,3,3,1302,-93.0,-68.3,0.0,-2.94,-106.5,null_rw,daily,compress_bo,1
short,5,3,1300,-112.9,-137.1,0.0,-3.1,-136.0,null_rw,daily,compress_bo,1
short,10,3,1295,-283.7,-317.8,0.0,-5.05,-330.7,null_rw,daily,compress_bo,1
short,20,3,1285,-526.7,-610.2,0.0,-6.17,-621.0,null_rw,daily,compress_bo,1
long,1,9,1304,-4.5,-23.4,44.4,-0.12,-0.2,null_rw,daily,kelt_pull,1
long,3,9,1302,-42.5,-85.6,44.4,-0.56,-28.9,null_rw,daily,kelt_pull,1
long,5,9,1300,-38.0,-83.2,44.4,-0.41,-15.0,null_rw,daily,kelt_pull,1
long,10,9,1295,-115.4,-146.4,33.3,-0.9,-68.4,null_rw,daily,kelt_pull,1
long,20,8,1285,-230.0,-230.7,37.5,-1.39,-135.8,null_rw,daily,kelt_pull,1
short,1,19,1304,21.7,23.5,63.2,1.21,17.3,null_rw,daily,kelt_pull,1
short,3,19,1302,30.6,26.1,52.6,0.89,17.0,null_rw,daily,kelt_pull,1
short,5,19,1300,26.4,-44.9,47.4,0.71,3.4,null_rw,daily,kelt_pull,1
short,10,19,1295,-32.1,-10.4,42.1,-0.5,-79.0,null_rw,daily,kelt_pull,1
short,20,19,1285,100.3,57.2,52.6,1.1,6.1,null_rw,daily,kelt_pull,1
long,1,16,1304,39.8,41.1,75.0,2.4,44.2,null_rw,daily,donch100,1
long,3,16,1302,11.6,-8.4,43.8,0.28,25.2,null_rw,daily,donch100,1
long,5,15,1300,52.4,61.3,60.0,0.94,75.4,null_rw,daily,donch100,1
long,10,15,1295,90.0,137.6,60.0,1.25,137.0,null_rw,daily,donch100,1
long,20,15,1285,68.4,51.3,60.0,0.65,162.7,null_rw,daily,donch100,1
short,1,45,1304,18.8,11.2,53.3,1.33,14.5,null_rw,daily,donch100,1
short,3,45,1302,45.8,39.0,62.2,1.75,32.3,null_rw,daily,donch100,1
short,5,45,1300,47.3,30.1,62.2,1.61,24.2,null_rw,daily,donch100,1
short,10,45,1295,87.0,40.3,57.8,1.95,40.0,null_rw,daily,donch100,1
short,20,45,1285,108.6,106.7,64.4,1.8,14.4,null_rw,daily,donch100,1
long,1,6,1304,28.9,42.2,83.3,0.88,33.2,null_rw,daily,donch260,1
long,3,6,1302,60.0,11.9,50.0,0.83,73.5,null_rw,daily,donch260,1
long,5,5,1300,50.8,-24.2,40.0,0.61,73.8,null_rw,daily,donch260,1
long,10,5,1295,55.1,-28.4,40.0,0.4,102.1,null_rw,daily,donch260,1
long,20,5,1285,-94.2,-101.9,40.0,-0.48,0.0,null_rw,daily,donch260,1
short,1,28,1304,1.4,1.8,50.0,0.1,-2.9,null_rw,daily,donch260,1
short,3,28,1302,22.5,29.3,57.1,0.71,8.9,null_rw,daily,donch260,1
short,5,28,1300,18.8,19.6,57.1,0.49,-4.3,null_rw,daily,donch260,1
short,10,28,1295,23.7,-15.2,46.4,0.44,-23.3,null_rw,daily,donch260,1
short,20,28,1285,45.6,52.1,60.7,0.59,-48.6,null_rw,daily,donch260,1
long,1,4,8993,-14.7,-15.0,25.0,-1.52,-14.6,null_rw,60m,compress_bo,1
long,3,4,8991,22.7,26.1,100.0,3.27,23.2,null_rw,60m,compress_bo,1
long,5,4,8989,64.8,67.9,100.0,4.39,65.6,null_rw,60m,compress_bo,1
long,10,4,8984,121.2,116.0,100.0,3.72,122.8,null_rw,60m,compress_bo,1
long,20,4,8974,187.5,183.0,100.0,7.02,190.7,null_rw,60m,compress_bo,1
short,1,8,8993,11.7,13.1,62.5,1.3,11.5,null_rw,60m,compress_bo,1
short,3,8,8991,10.9,-4.3,50.0,0.47,10.4,null_rw,60m,compress_bo,1
short,5,8,8989,-25.0,-25.8,37.5,-0.8,-25.8,null_rw,60m,compress_bo,1
short,10,8,8984,-49.3,-31.3,25.0,-1.22,-50.9,null_rw,60m,compress_bo,1
short,20,8,8974,-55.1,14.7,62.5,-0.96,-58.3,null_rw,60m,compress_bo,1
long,1,94,8993,-2.0,-0.9,47.9,-0.54,-1.9,null_rw,60m,kelt_pull,1
long,3,94,8991,-0.6,-2.1,48.9,-0.09,-0.2,null_rw,60m,kelt_pull,1
long,5,94,8989,1.5,-4.0,47.9,0.17,2.2,null_rw,60m,kelt_pull,1
long,10,94,8984,-3.3,-0.5,50.0,-0.3,-1.8,null_rw,60m,kelt_pull,1
long,20,94,8974,-4.3,-11.5,46.8,-0.26,-1.1,null_rw,60m,kelt_pull,1
short,1,106,8993,-3.5,-6.8,44.3,-1.05,-3.7,null_rw,60m,kelt_pull,1
short,3,106,8991,-0.3,2.5,50.9,-0.06,-0.8,null_rw,60m,kelt_pull,1
short,5,106,8989,1.7,4.2,55.7,0.24,1.0,null_rw,60m,kelt_pull,1
short,10,106,8984,23.0,19.1,55.7,2.18,21.4,null_rw,60m,kelt_pull,1
short,20,106,8974,39.4,45.3,58.5,2.54,36.1,null_rw,60m,kelt_pull,1
long,1,1,1304,,,,,,null_rw,daily,compress_bo,2
long,3,1,1302,,,,,,null_rw,daily,compress_bo,2
long,5,1,1300,,,,,,null_rw,daily,compress_bo,2
long,10,1,1295,,,,,,null_rw,daily,compress_bo,2
long,20,1,1285,,,,,,null_rw,daily,compress_bo,2
short,1,1,1304,,,,,,null_rw,daily,compress_bo,2
short,3,1,1302,,,,,,null_rw,daily,compress_bo,2
short,5,1,1300,,,,,,null_rw,daily,compress_bo,2
short,10,1,1295,,,,,,null_rw,daily,compress_bo,2
short,20,1,1285,,,,,,null_rw,daily,compress_bo,2
long,1,14,1304,32.9,15.4,50.0,1.28,36.8,null_rw,daily,kelt_pull,2
long,3,14,1302,18.9,19.5,57.1,0.63,30.3,null_rw,daily,kelt_pull,2
long,5,14,1300,-25.5,-47.5,35.7,-0.65,-6.6,null_rw,daily,kelt_pull,2
long,10,14,1295,-59.8,-163.2,28.6,-0.76,-22.7,null_rw,daily,kelt_pull,2
long,20,14,1285,-48.4,-73.5,42.9,-0.57,27.4,null_rw,daily,kelt_pull,2
short,1,16,1304,32.7,35.9,56.2,1.5,28.8,null_rw,daily,kelt_pull,2
short,3,16,1302,73.1,108.8,62.5,1.86,61.7,null_rw,daily,kelt_pull,2
short,5,16,1300,80.8,23.2,56.2,1.49,61.9,null_rw,daily,kelt_pull,2
short,10,16,1295,98.2,77.0,62.5,1.48,61.0,null_rw,daily,kelt_pull,2
short,20,15,1285,193.6,297.5,73.3,2.99,117.8,null_rw,daily,kelt_pull,2
long,1,14,1304,-12.0,-24.1,35.7,-0.58,-8.2,null_rw,daily,donch100,2
long,3,14,1302,-83.9,-104.6,28.6,-2.35,-72.5,null_rw,daily,donch100,2
long,5,14,1300,-84.5,-80.9,28.6,-2.47,-65.6,null_rw,daily,donch100,2
long,10,14,1295,-183.0,-160.6,35.7,-2.93,-145.9,null_rw,daily,donch100,2
long,20,14,1285,-284.4,-301.6,14.3,-3.67,-208.7,null_rw,daily,donch100,2
short,1,43,1304,9.1,23.1,60.5,0.59,5.2,null_rw,daily,donch100,2
short,3,43,1302,23.5,39.9,60.5,1.06,12.1,null_rw,daily,donch100,2
short,5,43,1300,10.5,9.2,53.5,0.37,-8.4,null_rw,daily,donch100,2
short,10,43,1295,17.3,-35.3,48.8,0.41,-19.9,null_rw,daily,donch100,2
short,20,43,1285,11.9,-21.3,46.5,0.19,-63.8,null_rw,daily,donch100,2
long,1,5,1304,-56.6,-47.3,20.0,-1.47,-52.8,null_rw,daily,donch260,2
long,3,5,1302,-193.0,-210.1,0.0,-6.39,-181.6,null_rw,daily,donch260,2
long,5,5,1300,-197.7,-204.0,0.0,-3.77,-178.9,null_rw,daily,donch260,2
long,10,5,1295,-394.6,-408.3,0.0,-4.81,-357.5,null_rw,daily,donch260,2
long,20,5,1285,-494.6,-499.1,0.0,-3.67,-418.8,null_rw,daily,donch260,2
short,1,30,1304,5.1,19.5,60.0,0.28,1.3,null_rw,daily,donch260,2
short,3,30,1302,14.3,27.4,60.0,0.57,3.0,null_rw,daily,donch260,2
short,5,30,1300,19.9,22.1,56.7,0.57,1.0,null_rw,daily,donch260,2
short,10,30,1295,8.1,-59.7,46.7,0.15,-29.0,null_rw,daily,donch260,2
short,20,30,1285,-16.1,-22.5,46.7,-0.2,-91.9,null_rw,daily,donch260,2
long,1,10,8993,-6.3,-5.6,50.0,-0.38,-6.3,null_rw,60m,compress_bo,2
long,3,10,8991,-30.3,-41.8,30.0,-1.53,-30.3,null_rw,60m,compress_bo,2
long,5,10,8989,-36.9,-46.3,40.0,-1.4,-37.0,null_rw,60m,compress_bo,2
long,10,10,8984,-30.2,4.5,60.0,-0.82,-30.4,null_rw,60m,compress_bo,2
long,20,10,8974,-50.0,-63.8,30.0,-0.99,-50.5,null_rw,60m,compress_bo,2
short,1,8,8993,12.3,13.7,75.0,2.09,12.3,null_rw,60m,compress_bo,2
short,3,8,8991,30.9,18.7,62.5,1.43,30.9,null_rw,60m,compress_bo,2
short,5,8,8989,3.8,-2.7,37.5,0.23,3.9,null_rw,60m,compress_bo,2
short,10,8,8984,-28.6,-5.8,50.0,-0.99,-28.4,null_rw,60m,compress_bo,2
short,20,8,8974,-150.6,-152.3,12.5,-3.19,-150.1,null_rw,60m,compress_bo,2
long,1,100,8993,-4.5,-4.1,47.0,-1.41,-4.5,null_rw,60m,kelt_pull,2
long,3,100,8991,-6.8,0.5,50.0,-1.22,-6.9,null_rw,60m,kelt_pull,2
long,5,100,8989,-6.4,-8.9,43.0,-0.86,-6.5,null_rw,60m,kelt_pull,2
long,10,99,8984,-4.2,-5.6,43.4,-0.35,-4.4,null_rw,60m,kelt_pull,2
long,20,99,8974,-26.6,-20.3,41.4,-1.46,-27.1,null_rw,60m,kelt_pull,2
short,1,102,8993,0.9,1.8,51.0,0.26,0.9,null_rw,60m,kelt_pull,2
short,3,102,8991,0.3,3.5,52.0,0.06,0.4,null_rw,60m,kelt_pull,2
short,5,102,8989,-2.2,-4.9,46.1,-0.29,-2.1,null_rw,60m,kelt_pull,2
short,10,102,8984,-13.0,-18.4,44.1,-1.3,-12.8,null_rw,60m,kelt_pull,2
short,20,102,8974,-16.7,-25.8,43.1,-1.04,-16.2,null_rw,60m,kelt_pull,2
long,1,5,1304,118.1,80.6,100.0,3.71,116.4,null_rw,daily,compress_bo,3
long,3,5,1302,338.7,337.5,100.0,5.14,333.0,null_rw,daily,compress_bo,3
long,5,5,1300,379.5,264.7,100.0,3.68,370.2,null_rw,daily,compress_bo,3
long,10,5,1295,329.6,367.8,80.0,2.43,312.0,null_rw,daily,compress_bo,3
long,20,5,1285,137.0,422.2,60.0,0.42,103.1,null_rw,daily,compress_bo,3
short,1,1,1304,,,,,,null_rw,daily,compress_bo,3
short,3,1,1302,,,,,,null_rw,daily,compress_bo,3
short,5,1,1300,,,,,,null_rw,daily,compress_bo,3
short,10,1,1295,,,,,,null_rw,daily,compress_bo,3
short,20,1,1285,,,,,,null_rw,daily,compress_bo,3
long,1,13,1304,41.0,53.2,69.2,2.83,39.3,null_rw,daily,kelt_pull,3
long,3,13,1302,55.0,-39.8,46.2,1.02,49.3,null_rw,daily,kelt_pull,3
long,5,13,1300,107.7,96.9,69.2,1.75,98.4,null_rw,daily,kelt_pull,3
long,10,13,1295,153.7,99.1,76.9,2.05,136.1,null_rw,daily,kelt_pull,3
long,20,13,1285,101.2,35.1,53.8,0.84,67.3,null_rw,daily,kelt_pull,3
short,1,10,1304,-22.3,-44.7,20.0,-0.86,-20.5,null_rw,daily,kelt_pull,3
short,3,10,1302,-90.3,-105.3,30.0,-1.53,-84.6,null_rw,daily,kelt_pull,3
short,5,10,1300,-17.2,-62.4,40.0,-0.25,-7.9,null_rw,daily,kelt_pull,3
short,10,10,1295,-18.4,-20.6,50.0,-0.22,-0.8,null_rw,daily,kelt_pull,3
short,20,10,1285,-92.9,42.6,60.0,-0.88,-59.0,null_rw,daily,kelt_pull,3
long,1,29,1304,3.3,-11.6,44.8,0.22,1.6,null_rw,daily,donch100,3
long,3,29,1302,-2.5,-2.0,44.8,-0.09,-8.2,null_rw,daily,donch100,3
long,5,29,1300,2.8,33.4,55.2,0.07,-6.5,null_rw,daily,donch100,3
long,10,29,1295,70.8,80.5,58.6,1.41,53.1,null_rw,daily,donch100,3
long,20,29,1285,90.0,116.7,65.5,1.26,56.1,null_rw,daily,donch100,3
short,1,20,1304,-16.4,-20.3,35.0,-0.94,-14.7,null_rw,daily,donch100,3
short,3,20,1302,-39.7,-26.5,45.0,-0.93,-34.0,null_rw,daily,donch100,3
short,5,20,1300,-24.5,-9.8,50.0,-0.5,-15.2,null_rw,daily,donch100,3
short,10,20,1295,-89.7,-173.8,40.0,-1.23,-72.1,null_rw,daily,donch100,3
short,20,20,1285,-83.5,-101.5,35.0,-0.88,-49.6,null_rw,daily,donch100,3
long,1,13,1304,5.0,-11.6,46.2,0.22,3.2,null_rw,daily,donch260,3
long,3,13,1302,13.5,11.2,53.8,0.32,7.8,null_rw,daily,donch260,3
long,5,13,1300,21.1,33.4,61.5,0.43,11.8,null_rw,daily,donch260,3
long,10,13,1295,61.8,80.5,61.5,0.82,44.2,null_rw,daily,donch260,3
long,20,13,1285,44.0,30.3,61.5,0.36,10.1,null_rw,daily,donch260,3
short,1,5,1304,-17.8,-20.6,20.0,-0.75,-16.1,null_rw,daily,donch260,3
short,3,5,1302,-30.6,-88.0,20.0,-0.31,-24.9,null_rw,daily,donch260,3
short,5,5,1300,-2.2,-22.4,40.0,-0.02,7.1,null_rw,daily,donch260,3
short,10,5,1295,-206.0,-332.0,40.0,-0.93,-188.3,null_rw,daily,donch260,3
short,20,5,1285,-479.1,-315.7,20.0,-2.18,-445.2,null_rw,daily,donch260,3
long,1,8,8993,27.9,18.2,62.5,1.82,28.8,null_rw,60m,compress_bo,3
long,3,8,8991,44.5,53.2,62.5,1.59,47.3,null_rw,60m,compress_bo,3
long,5,8,8989,41.4,64.7,62.5,1.79,46.1,null_rw,60m,compress_bo,3
long,10,8,8984,90.1,79.9,87.5,2.38,99.4,null_rw,60m,compress_bo,3
long,20,8,8974,120.2,93.9,87.5,2.92,138.8,null_rw,60m,compress_bo,3
short,1,16,8993,-0.7,-1.7,50.0,-0.09,-1.6,null_rw,60m,compress_bo,3
short,3,16,8991,-4.5,5.0,50.0,-0.27,-7.3,null_rw,60m,compress_bo,3
short,5,16,8989,-1.9,9.4,62.5,-0.1,-6.6,null_rw,60m,compress_bo,3
short,10,16,8984,20.8,39.6,62.5,0.79,11.5,null_rw,60m,compress_bo,3
short,20,16,8974,-12.6,19.8,56.2,-0.37,-31.2,null_rw,60m,compress_bo,3
long,1,83,8993,3.3,2.7,54.2,0.94,4.3,null_rw,60m,kelt_pull,3
long,3,83,8991,8.4,6.3,51.8,1.37,11.3,null_rw,60m,kelt_pull,3
long,5,83,8989,8.4,12.6,55.4,1.12,13.1,null_rw,60m,kelt_pull,3
long,10,83,8984,17.0,19.1,57.8,1.35,26.4,null_rw,60m,kelt_pull,3
long,20,83,8974,-8.0,-43.6,45.8,-0.46,10.5,null_rw,60m,kelt_pull,3
short,1,106,8993,0.7,7.6,54.7,0.22,-0.3,null_rw,60m,kelt_pull,3
short,3,106,8991,-1.7,2.6,54.7,-0.33,-4.5,null_rw,60m,kelt_pull,3
short,5,106,8989,2.4,8.2,51.9,0.41,-2.3,null_rw,60m,kelt_pull,3
short,10,106,8984,6.0,11.5,57.5,0.63,-3.4,null_rw,60m,kelt_pull,3
short,20,105,8974,7.8,17.0,55.2,0.57,-10.8,null_rw,60m,kelt_pull,3
long,1,0,1304,,,,,,null_rw,daily,compress_bo,4
long,3,0,1302,,,,,,null_rw,daily,compress_bo,4
long,5,0,1300,,,,,,null_rw,daily,compress_bo,4
long,10,0,1295,,,,,,null_rw,daily,compress_bo,4
long,20,0,1285,,,,,,null_rw,daily,compress_bo,4
short,1,1,1304,,,,,,null_rw,daily,compress_bo,4
short,3,1,1302,,,,,,null_rw,daily,compress_bo,4
short,5,1,1300,,,,,,null_rw,daily,compress_bo,4
short,10,1,1295,,,,,,null_rw,daily,compress_bo,4
short,20,1,1285,,,,,,null_rw,daily,compress_bo,4
long,1,16,1304,1.2,6.6,62.5,0.07,1.2,null_rw,daily,kelt_pull,4
long,3,16,1302,-37.2,-79.0,37.5,-0.88,-37.6,null_rw,daily,kelt_pull,4
long,5,16,1300,-2.7,15.5,50.0,-0.05,-3.7,null_rw,daily,kelt_pull,4
long,10,16,1295,66.8,88.7,62.5,0.82,63.9,null_rw,daily,kelt_pull,4
long,20,16,1285,16.7,49.8,56.2,0.15,8.7,null_rw,daily,kelt_pull,4
short,1,16,1304,-24.7,-15.2,37.5,-1.41,-24.6,null_rw,daily,kelt_pull,4
short,3,16,1302,-68.4,-77.1,25.0,-2.72,-68.0,null_rw,daily,kelt_pull,4
short,5,16,1300,-27.7,19.2,50.0,-0.64,-26.8,null_rw,daily,kelt_pull,4
short,10,16,1295,-15.5,-75.2,43.8,-0.24,-12.6,null_rw,daily,kelt_pull,4
short,20,16,1285,75.8,78.9,68.8,0.97,83.8,null_rw,daily,kelt_pull,4
long,1,32,1304,3.1,2.0,53.1,0.19,3.1,null_rw,daily,donch100,4
long,3,32,1302,12.1,10.3,53.1,0.39,11.7,null_rw,daily,donch100,4
long,5,32,1300,8.8,-4.6,50.0,0.2,7.9,null_rw,daily,donch100,4
long,10,32,1295,-26.7,-17.6,43.8,-0.44,-29.7,null_rw,daily,donch100,4
long,20,32,1285,-76.2,-51.4,40.6,-0.9,-84.2,null_rw,daily,donch100,4
short,1,28,1304,-6.8,-22.2,42.9,-0.35,-6.8,null_rw,daily,donch100,4
short,3,28,1302,-39.0,-75.2,39.3,-1.38,-38.6,null_rw,daily,donch100,4
short,5,28,1300,-41.4,-60.4,46.4,-1.1,-40.5,null_rw,daily,donch100,4
short,10,28,1295,-85.7,-35.6,46.4,-1.54,-82.7,null_rw,daily,donch100,4
short,20,28,1285,-54.6,-73.1,46.4,-0.64,-46.7,null_rw,daily,donch100,4
long,1,9,1304,27.1,-24.1,44.4,0.72,27.1,null_rw,daily,donch260,4
long,3,9,1302,-3.2,10.5,55.6,-0.05,-3.6,null_rw,daily,donch260,4
long,5,9,1300,-86.4,-138.1,44.4,-1.33,-87.4,null_rw,daily,donch260,4
long,10,9,1295,-308.0,-278.7,11.1,-3.42,-310.9,null_rw,daily,donch260,4
long,20,9,1285,-405.0,-381.6,11.1,-3.17,-412.9,null_rw,daily,donch260,4
short,1,7,1304,32.5,19.6,57.1,0.87,32.5,null_rw,daily,donch260,4
short,3,7,1302,10.5,-82.1,42.9,0.13,10.9,null_rw,daily,donch260,4
short,5,7,1300,-51.1,-107.6,42.9,-0.56,-50.2,null_rw,daily,donch260,4
short,10,7,1295,-289.5,-149.2,14.3,-2.55,-286.6,null_rw,daily,donch260,4
short,20,7,1285,-432.8,-388.0,14.3,-2.48,-424.8,null_rw,daily,donch260,4
long,1,12,8993,-3.8,4.8,58.3,-0.54,-3.9,null_rw,60m,compress_bo,4
long,3,12,8991,-3.4,-17.5,41.7,-0.21,-3.7,null_rw,60m,compress_bo,4
long,5,12,8989,-7.1,-3.1,41.7,-0.4,-7.6,null_rw,60m,compress_bo,4
long,10,12,8984,-14.1,36.5,58.3,-0.46,-14.9,null_rw,60m,compress_bo,4
long,20,12,8974,5.2,-13.8,41.7,0.22,3.5,null_rw,60m,compress_bo,4
short,1,10,8993,4.8,4.6,60.0,0.47,4.9,null_rw,60m,compress_bo,4
short,3,10,8991,10.6,11.2,60.0,0.51,10.9,null_rw,60m,compress_bo,4
short,5,10,8989,-1.5,-10.8,40.0,-0.05,-1.0,null_rw,60m,compress_bo,4
short,10,10,8984,-13.8,-34.1,40.0,-0.46,-12.9,null_rw,60m,compress_bo,4
short,20,10,8974,-64.5,-96.4,30.0,-1.8,-62.9,null_rw,60m,compress_bo,4
long,1,102,8993,-0.3,3.0,56.9,-0.09,-0.4,null_rw,60m,kelt_pull,4
long,3,102,8991,-0.1,1.8,51.0,-0.02,-0.4,null_rw,60m,kelt_pull,4
long,5,102,8989,5.4,11.6,54.9,0.7,4.9,null_rw,60m,kelt_pull,4
long,10,102,8984,-5.0,-13.4,45.1,-0.47,-5.9,null_rw,60m,kelt_pull,4
long,20,102,8974,9.7,8.2,52.0,0.64,8.0,null_rw,60m,kelt_pull,4
short,1,96,8993,5.9,4.6,55.2,1.81,6.0,null_rw,60m,kelt_pull,4
short,3,96,8991,3.9,7.8,54.2,0.64,4.2,null_rw,60m,kelt_pull,4
short,5,96,8989,14.2,19.1,61.5,2.04,14.6,null_rw,60m,kelt_pull,4
short,10,96,8984,22.5,15.1,59.4,2.41,23.4,null_rw,60m,kelt_pull,4
short,20,96,8974,13.9,28.3,56.2,0.92,15.6,null_rw,60m,kelt_pull,4
long,1,1,1304,,,,,,null_rw,daily,compress_bo,5
long,3,1,1302,,,,,,null_rw,daily,compress_bo,5
long,5,1,1300,,,,,,null_rw,daily,compress_bo,5
long,10,1,1295,,,,,,null_rw,daily,compress_bo,5
long,20,1,1285,,,,,,null_rw,daily,compress_bo,5
